AAR;UHELDSART;UHELDKOMMUNE;X_KOORDINAT;Y_KOORDINAT;UHELDSDATO;TIME
2022;Anmsuh;København;725251,13;6175025,942;30-04-2022;0
2022;Anmsuh;København;722611,723;6177052,236;29-04-2022;22
2022;Pskduh;København;724564,271;6176684,208;10-05-2022;21
2022;Pskduh;København;725412,61;6177457,947;11-05-2022;15
2022;Pskduh;København;725252,001;6176960,001;11-05-2022;23
2022;Exuh;København;722739,935;6176916,558;29-04-2022;11
2022;Anmsuh;København;724685,001;6179915,001;21-04-2022;15
2022;Exuh;København;722645,312;6177111,251;20-04-2022;18
2022;Anmsuh;København;724100,507;6176376,441;04-04-2022;7
2022;Anmsuh;København;725063,001;6171313,001;06-05-2022;8
2022;Anmsuh;København;725046,001;6178429,001;06-05-2022;11
2022;Anmsuh;København;720534,318;6172376,574;22-04-2022;15
2022;Anmsuh;København;721691,001;6180733,001;06-05-2022;12
2022;Exuh;København;721158,001;6174227,001;06-05-2022;16
2022;Exuh;København;720940,919;6177858,308;06-05-2022;14
2022;Anmsuh;København;719456,191;6172956,18;06-05-2022;16
2022;Anmsuh;København;725233,001;6175905,001;06-05-2022;16
2022;Anmsuh;København;722834,335;6178825,743;06-05-2022;18
2022;Exuh;København;724872,001;6176238,001;07-05-2022;0
2022;Exuh;København;722601,871;6179835,8;06-05-2022;12
2022;Exuh;København;723704,001;6174725,001;22-04-2022;10
2022;Exuh;København;725472,771;6171264,4;27-04-2022;17
2022;Exuh;København;725140,481;6176400,93;25-04-2022;15
2022;Anmsuh;København;720673,001;6172774,001;04-05-2022;18
2022;Anmsuh;København;722241,496;6172967,876;09-05-2022;8
2022;Exuh;København;721962,001;6172827,001;09-05-2022;11
2022;Exuh;København;718304,058;6179402,698;09-05-2022;14
2022;Exuh;København;719981,001;6173760,001;09-05-2022;14
2022;Exuh;København;727394,001;6174470,001;09-05-2022;19
2022;Exuh;København;719380,421;6179047,24;09-05-2022;13
2022;Anmsuh;København;725619,146;6177273,123;10-05-2022;14
2022;Exuh;København;725124,136;6180249,492;10-05-2022;8
2022;Anmsuh;København;725407,001;6177878,001;19-04-2022;15
2022;Anmsuh;København;726604,001;6176478,001;19-04-2022;19
2022;Exuh;København;726237,001;6173543,001;30-04-2022;15
2022;Exuh;København;723483,571;6177476,95;23-04-2022;11
2022;Exuh;København;722636,001;6174631,001;25-04-2022;18
2022;Exuh;København;720797,001;6179085,001;11-05-2022;20
2022;Exuh;København;725683,001;6175590,001;12-05-2022;10
2022;Exuh;København;724590,425;6174891,998;12-05-2022;10
2022;Anmsuh;København;723075,656;6177715,149;12-05-2022;15
2022;Anmsuh;København;721689,001;6179352,001;12-05-2022;15
2022;Anmsuh;København;722377,882;6179290,001;12-05-2022;17
2022;Anmsuh;København;724217,111;6175931,089;12-05-2022;21
2022;Exuh;København;723610,001;6175076,001;12-05-2022;18
2022;Exuh;København;725242,001;6176183,001;12-05-2022;22
2022;Mskduh;København;724043,001;6176198,001;11-05-2022;18
2022;Mskduh;København;720904,048;6178088,188;12-05-2022;8
2022;Anmsuh;København;723326,001;6178326,001;12-05-2022;7
2022;Mskduh;København;720815,401;6173079,163;07-05-2022;10
2022;Mskduh;København;725050,001;6171928,001;08-05-2022;7
2022;Pskduh;København;720739,183;6177779,936;25-04-2022;20
2022;Pskduh;København;723536,001;6176721,001;18-05-2022;16
2022;Pskduh;København;720358,001;6174582,001;19-05-2022;14
2022;Anmsuh;København;726092,001;6175969,001;04-05-2022;23
2022;Anmsuh;København;727675,001;6174225,001;19-04-2022;20
2022;Anmsuh;København;723260,001;6175334,001;20-04-2022;20
2022;Anmsuh;København;725597,108;6176952,609;27-04-2022;13
2022;Anmsuh;København;722598,001;6177015,001;13-05-2022;8
2022;Anmsuh;København;724976,001;6169678,001;29-04-2022;9
2022;Anmsuh;København;724570,001;6179579,001;29-04-2022;14
2022;Anmsuh;København;720203,001;6177859,001;29-04-2022;9
2022;Exuh;København;720839,291;6173024,25;29-04-2022;0
2022;Exuh;København;725903,001;6176570,001;13-05-2022;9
2022;Anmsuh;København;719351,22;6177449,534;29-04-2022;2
2022;Anmsuh;København;725220,001;6174601,001;29-04-2022;8
2022;Exuh;København;726332,411;6174224,94;30-04-2022;11
2022;Anmsuh;København;719180,001;6177263,001;05-03-2022;16
2022;Exuh;København;722680,768;6170442,467;16-05-2022;10
2022;Exuh;København;725651,311;6176357,45;16-05-2022;23
2022;Anmsuh;København;726906,001;6173449,001;17-05-2022;1
2022;Exuh;København;725024,001;6178444,001;19-05-2022;9
2022;Exuh;København;722899,015;6176804,42;19-05-2022;8
2022;Anmsuh;København;719218,001;6177300,001;18-05-2022;17
2022;Mskduh;København;724449,001;6181291,001;15-05-2022;15
2022;Mskduh;København;723676,612;6176422,247;17-05-2022;2
2022;Mskduh;København;727003,001;6174075,001;17-05-2022;7
2022;Mskduh;København;725451,001;6178859,001;18-05-2022;5
2022;Mskduh;København;722308,001;6179179,001;18-05-2022;16
2022;Mskduh;København;722167,855;6177759,309;19-05-2022;3
2022;Pskduh;København;725852,001;6171806,001;14-05-2022;23
2022;Anmsuh;København;723024,001;6177768,001;14-05-2022;2
2022;Pskduh;København;718948,466;6179057,994;20-05-2022;15
2022;Pskduh;København;722680,746;6173974,498;20-04-2022;16
2022;Pskduh;København;723322,962;6177451,36;04-05-2022;7
2022;Pskduh;København;725263,001;6176155,001;24-05-2022;13
2022;Pskduh;København;727451,001;6174977,001;24-05-2022;15
2022;Pskduh;København;725752,001;6173534,001;25-05-2022;17
2022;Pskduh;København;725934,001;6175386,001;22-04-2022;19
2022;Pskduh;København;724494,253;6176606,113;04-05-2022;12
2022;Anmsuh;København;725672,001;6171691,001;19-05-2022;13
2022;Exuh;København;722497,881;6178686,22;27-04-2022;5
2022;Exuh;København;717837,001;6179590,001;20-05-2022;7
2022;Anmsuh;København;724147,014;6176989,925;20-05-2022;12
2022;Exuh;København;725588,664;6176557,517;01-05-2022;9
2022;Exuh;København;725907,001;6176581,001;20-05-2022;9
2022;Exuh;København;719326,551;6179439,59;02-05-2022;7
2022;Exuh;København;723411,307;6174463,708;01-05-2022;15
2022;Anmsuh;København;726755,001;6174858,001;21-05-2022;0
2022;Anmsuh;København;726963,357;6172232,039;10-02-2022;9
2022;Anmsuh;København;718696,001;6177564,001;21-05-2022;7
2022;Anmsuh;København;726806,001;6174568,001;02-05-2022;8
2022;Anmsuh;København;724727,996;6176727,04;02-05-2022;8
2022;Anmsuh;København;723817,353;6178420,456;21-05-2022;14
2022;Anmsuh;København;721989,001;6178976,001;21-05-2022;16
2022;Exuh;København;723549,958;6180020,544;03-05-2022;16
2022;Anmsuh;København;724728,929;6176726,677;03-05-2022;16
2022;Exuh;København;722716,171;6174853,67;29-04-2022;15
2022;Exuh;København;725260,841;6178308,96;02-05-2022;0
2022;Exuh;København;726466,001;6174050,001;04-05-2022;9
2022;Exuh;København;723460,167;6171895,378;04-05-2022;14
2022;Anmsuh;København;726093,001;6173538,001;22-05-2022;13
2022;Anmsuh;København;725625,001;6170218,001;22-05-2022;15
2022;Anmsuh;København;720972,374;6177866,636;22-05-2022;20
2022;Anmsuh;København;725610,693;6176987,277;23-05-2022;7
2022;Anmsuh;København;723595,001;6176390,001;04-05-2022;18
2022;Exuh;København;719995,901;6179893;23-05-2022;15
2022;Anmsuh;København;724120,001;6176042,001;24-05-2022;10
2022;Exuh;København;725615,001;6174924,001;05-05-2022;1
2022;Exuh;København;727030,001;6177513,001;23-04-2022;21
2022;Anmsuh;København;724383,001;6178034,001;24-05-2022;13
2022;Exuh;København;718950,159;6179056,946;19-04-2022;16
2022;Anmsuh;København;726050,001;6174419,001;24-05-2022;15
2022;Anmsuh;København;721012,879;6173576,062;25-05-2022;1
2022;Exuh;København;721713,731;6177961;04-04-2022;0
2022;Exuh;København;725063,001;6178926,001;04-05-2022;10
2022;Exuh;København;723497,589;6171882,011;05-05-2022;17
2022;Anmsuh;København;724475,521;6177450,138;06-05-2022;14
2022;Anmsuh;København;723145,001;6178284,001;25-05-2022;15
2022;Exuh;København;724403,921;6175255,37;23-04-2022;14
2022;Anmsuh;København;724594,001;6175535,001;07-05-2022;11
2022;Exuh;København;723436,001;6174982,001;25-05-2022;20
2022;Anmsuh;København;723187,239;6171014,274;25-05-2022;21
2022;Anmsuh;København;724751,001;6175837,001;26-05-2022;0
2022;Exuh;København;723824,301;6175114,01;26-05-2022;7
2022;Anmsuh;København;724203,001;6180024,001;08-05-2022;15
2022;Exuh;København;721352,621;6179004,92;07-05-2022;20
2022;Anmsuh;København;724680,001;6175825,001;08-05-2022;19
2022;Anmsuh;København;722515,001;6178254,001;06-05-2022;15
2022;Anmsuh;København;719242,299;6175154,463;26-05-2022;12
2022;Exuh;København;719765,121;6172438,28;29-04-2022;9
2022;Exuh;København;724856,001;6176528,001;10-05-2022;17
2022;Anmsuh;København;727122,001;6172594,001;10-05-2022;13
2022;Anmsuh;København;723512,001;6172934,001;11-05-2022;7
2022;Anmsuh;København;719926,001;6176733,001;26-05-2022;19
2022;Anmsuh;København;721992,098;6179739,626;26-05-2022;21
2022;Anmsuh;København;724245,001;6181213,001;24-05-2022;10
2022;Pskduh;København;722932,521;6174925,773;21-05-2022;18
2022;Pskduh;København;724680,001;6180348,001;21-04-2022;16
2022;Anmsuh;København;725276,001;6176475,001;22-05-2022;3
2022;Anmsuh;København;726107,001;6175164,001;24-05-2022;8
2022;Pskduh;København;723067,021;6178617,701;27-05-2022;18
2022;Pskduh;København;721164,001;6174159,001;29-05-2022;14
2022;Pskduh;København;722184,394;6172929,309;29-05-2022;18
2022;Anmsuh;København;722016,722;6178548,469;30-05-2022;8
2022;Pskduh;København;723742,457;6181556,647;30-05-2022;10
2022;Pskduh;København;719671,099;6178776,704;31-05-2022;15
2022;Pskduh;København;724294,845;6176786,34;01-06-2022;7
2022;Pskduh;København;721914,001;6178219,001;01-06-2022;16
2022;Anmsuh;København;723116,935;6173524,484;27-05-2022;17
2022;Exuh;København;724370,001;6175867,001;27-05-2022;17
2022;Anmsuh;København;723581,631;6177223,06;28-05-2022;1
2022;Exuh;København;724705,394;6180196,685;11-05-2022;9
2022;Exuh;København;725056,001;6170617,001;14-05-2022;16
2022;Anmsuh;København;720254,257;6178853,1;11-05-2022;23
2022;Exuh;København;722233,001;6178632,03;28-05-2022;12
2022;Anmsuh;København;722871,001;6172439,001;28-05-2022;20
2022;Exuh;København;726917,561;6173981,18;29-05-2022;4
2022;Anmsuh;København;722755,588;6177304,979;09-05-2022;13
2022;Anmsuh;København;725868,001;6175423,001;13-05-2022;20
2022;Exuh;København;723790,741;6179303,343;14-05-2022;14
2022;Exuh;København;725002,001;6171909,001;29-05-2022;11
2022;Anmsuh;København;720488,001;6173167,001;29-05-2022;12
2022;Exuh;København;721687,731;6178570,37;12-05-2022;16
2022;Exuh;København;721778,871;6177966,21;21-05-2022;4
2022;Anmsuh;København;723545,001;6177140,001;15-05-2022;14
2022;Anmsuh;København;724736,488;6179573,326;03-05-2022;14
2022;Exuh;København;723384,731;6172179,23;16-05-2022;20
2022;Exuh;København;721405,063;6178160,449;16-05-2022;1
2022;Exuh;København;722274,001;6179534,001;29-05-2022;16
2022;Anmsuh;København;725359,001;6174817,001;09-05-2022;16
2022;Anmsuh;København;724384,975;6176446,962;30-05-2022;11
2022;Exuh;København;720573,001;6177685,001;30-05-2022;17
2022;Anmsuh;København;725143,001;6175142,001;01-06-2022;8
2022;Anmsuh;København;723792,001;6177364,001;01-06-2022;13
2022;Exuh;København;723906,001;6177208,001;01-06-2022;14
2022;Exuh;København;727314,001;6174221,001;01-06-2022;16
2022;Anmsuh;København;727832,145;6175277,585;01-06-2022;17
2022;Anmsuh;København;721146,073;6178511,299;13-05-2022;16
2022;Exuh;København;725703,349;6178833,937;02-06-2022;14
2022;Anmsuh;København;725301,001;6178873,001;02-06-2022;13
2022;Exuh;København;720017,591;6172278,2;02-06-2022;17
2022;Anmsuh;København;723760,113;6174095,329;03-06-2022;1
2022;Mskduh;København;718366,63;6177978,711;31-05-2022;17
2022;Mskduh;København;720903,001;6179026,001;28-05-2022;0
2022;Mskduh;København;727304,001;6174771,001;29-05-2022;13
2022;Mskduh;København;725542,001;6175204,001;28-05-2022;23
2022;Mskduh;København;723582,462;6177222,558;31-05-2022;22
2022;Pskduh;København;719939,001;6177716,001;28-05-2022;19
2022;Anmsuh;København;723564,001;6179433,001;29-05-2022;1
2022;Anmsuh;København;726333,001;6173397,001;29-05-2022;17
2022;Mskduh;København;723982,001;6175946,001;31-05-2022;9
2022;Anmsuh;København;721890,001;6178915,001;27-05-2022;13
2022;Pskduh;København;722860,001;6178672,001;03-06-2022;19
2022;Pskduh;København;720765,599;6179003,312;04-06-2022;22
2022;Pskduh;København;719881,001;6173748,001;07-06-2022;11
2022;Pskduh;København;722252,001;6178499,001;08-06-2022;14
2022;Pskduh;København;721133,001;6174032,001;09-06-2022;17
2022;Exuh;København;725103,001;6179520,001;03-06-2022;8
2022;Exuh;København;717617,786;6179171,191;03-06-2022;7
2022;Anmsuh;København;725988,491;6174008,904;03-06-2022;8
2022;Anmsuh;København;724416,001;6178035,001;11-05-2022;12
2022;Anmsuh;København;724818,001;6178669,001;16-05-2022;7
2022;Anmsuh;København;719787,001;6177049,001;03-06-2022;17
2022;Anmsuh;København;723825,001;6179168,001;03-06-2022;17
2022;Anmsuh;København;725370,001;6175804,001;03-06-2022;15
2022;Anmsuh;København;726537,171;6174451,057;16-05-2022;7
2022;Exuh;København;718117,511;6179261,33;04-06-2022;0
2022;Anmsuh;København;724356,33;6175738,875;03-06-2022;4
2022;Exuh;København;725966,394;6174811,127;16-05-2022;14
2022;Exuh;København;722579,001;6177021,001;03-06-2022;11
2022;Anmsuh;København;726635,761;6174324,253;02-05-2022;14
2022;Anmsuh;København;725416,548;6176245,663;04-06-2022;11
2022;Exuh;København;722952,059;6177647,844;13-03-2022;16
2022;Exuh;København;723723,661;6181644,67;18-04-2022;12
2022;Anmsuh;København;723974,063;6176635,002;15-05-2022;21
2022;Exuh;København;722134,091;6179567,71;13-05-2022;2
2022;Anmsuh;København;724918,074;6176651,48;04-06-2022;23
2022;Exuh;København;722984,281;6177873,4;03-06-2022;7
2022;Anmsuh;København;724993,001;6178999,001;16-05-2022;15
2022;Anmsuh;København;726477,001;6176175,001;11-05-2022;17
2022;Exuh;København;721542,001;6178360,001;11-05-2022;10
2022;Anmsuh;København;723783,001;6175813,001;05-06-2022;17
2022;Anmsuh;København;726735,001;6175440,001;05-06-2022;11
2022;Anmsuh;København;723894,001;6175912,001;05-06-2022;22
2022;Exuh;København;722557,001;6174903,001;02-06-2022;14
2022;Exuh;København;727170,931;6173949,48;18-05-2022;9
2022;Exuh;København;725592,001;6174915,001;01-06-2022;8
2022;Anmsuh;København;724354,001;6175303,001;03-06-2022;17
2022;Exuh;København;725603,561;6175196,02;19-05-2022;21
2022;Exuh;København;724542,211;6177977,94;22-05-2022;9
2022;Exuh;København;720360,191;6178139,98;04-06-2022;0
2022;Exuh;København;719106,021;6178993,67;12-05-2022;0
2022;Exuh;København;720153,951;6173326,41;11-05-2022;7
2022;Anmsuh;København;724437,001;6178078,001;19-05-2022;9
2022;Exuh;København;726470,001;6174045,001;21-05-2022;13
2022;Exuh;København;724650,791;6175321,08;21-05-2022;13
2022;Exuh;København;723357,101;6174461,44;05-06-2022;0
2022;Anmsuh;København;722904,001;6178711,001;06-06-2022;20
2022;Exuh;København;721422,431;6178289,21;07-06-2022;0
2022;Anmsuh;København;719674,36;6172938,99;07-06-2022;12
2022;Exuh;København;722942,001;6175251,001;07-06-2022;14
2022;Exuh;København;720076,821;6178029,25;07-06-2022;16
2022;Exuh;København;720865,001;6173986,001;08-06-2022;15
2022;Anmsuh;København;724464,813;6176570,15;09-06-2022;8
2022;Anmsuh;København;723111,263;6173527,446;09-06-2022;10
2022;Exuh;København;724787,671;6180077,96;10-05-2022;19
2022;Exuh;København;725880,001;6176888,14;18-05-2022;18
2022;Anmsuh;København;724092,001;6176905,001;09-06-2022;12
2022;Anmsuh;København;723375,001;6178241,001;23-05-2022;19
2022;Exuh;København;723245,081;6180488,22;26-05-2022;14
2022;Anmsuh;København;723914,001;6179631,001;09-06-2022;19
2022;Pskduh;København;722761,889;6173256,181;07-06-2022;12
2022;Mskduh;København;725517,001;6171943,001;06-06-2022;14
2022;Pskduh;København;727093,001;6177483,001;05-06-2022;6
2022;Anmsuh;København;722793,552;6173271,82;06-06-2022;4
2022;Pskduh;København;724813,001;6178458,001;27-04-2022;11
2022;Pskduh;København;723822,001;6179154,001;14-06-2022;15
2022;Pskduh;København;723691,001;6175138,001;29-05-2022;0
2022;Pskduh;København;721309,206;6174047,464;15-06-2022;14
2022;Anmsuh;København;724658,054;6177313,332;24-05-2022;11
2022;Anmsuh;København;725409,001;6173966,001;10-06-2022;7
2022;Anmsuh;København;723813,534;6178131,392;10-06-2022;8
2022;Exuh;København;720861,001;6179344,001;10-06-2022;9
2022;Exuh;København;723920,101;6177213,79;21-05-2022;20
2022;Exuh;København;725159,311;6175072,44;27-05-2022;11
2022;Anmsuh;København;720573,001;6177687,001;10-06-2022;17
2022;Anmsuh;København;725561,001;6179036,001;10-06-2022;18
2022;Exuh;København;725683,881;6177780,428;10-06-2022;10
2022;Exuh;København;724632,001;6176774,001;29-05-2022;12
2022;Anmsuh;København;721557,001;6178336,001;11-06-2022;7
2022;Exuh;København;719052,931;6176016,17;11-05-2022;16
2022;Anmsuh;København;720821,001;6173092,769;28-05-2022;23
2022;Exuh;København;721310,001;6179227,001;11-06-2022;11
2022;Exuh;København;721658,111;6173814,11;11-06-2022;17
2022;Anmsuh;København;724185,001;6174698,001;11-06-2022;18
2022;Exuh;København;723655,141;6175431,81;28-05-2022;13
2022;Exuh;København;722067,461;6178553,39;27-05-2022;14
2022;Exuh;København;725132,691;6174928,58;16-05-2022;7
2022;Exuh;København;722522,511;6178251,28;25-05-2022;8
2022;Exuh;København;719480,001;6174901,001;12-06-2022;12
2022;Exuh;København;724264,041;6174660,54;22-04-2022;10
2022;Exuh;København;726683,531;6173330,45;31-05-2022;14
2022;Anmsuh;København;720279,241;6177440,23;31-05-2022;14
2022;Anmsuh;København;719256,001;6173224,001;30-05-2022;17
2022;Anmsuh;København;719323,158;6173204,063;01-06-2022;18
2022;Exuh;København;720839,291;6173024,25;31-05-2022;11
2022;Exuh;København;724605,051;6175038,35;07-06-2022;5
2022;Exuh;København;723813,843;6174576,325;07-06-2022;15
2022;Anmsuh;København;725128,001;6174464,001;13-06-2022;7
2022;Exuh;København;717936,845;6178134,862;13-06-2022;15
2022;Anmsuh;København;721884,001;6178780,001;31-05-2022;21
2022;Exuh;København;725475,001;6176948,001;13-06-2022;10
2022;Anmsuh;København;724599,001;6178227,001;01-06-2022;7
2022;Anmsuh;København;725752,001;6173486,001;14-06-2022;16
2022;Exuh;København;723405,431;6177364,777;14-06-2022;16
2022;Anmsuh;København;725132,001;6177799,001;15-06-2022;0
2022;Exuh;København;725582,951;6176967,34;06-06-2022;7
2022;Exuh;København;723785,001;6174814,001;05-06-2022;15
2022;Anmsuh;København;719695,943;6180346,494;15-06-2022;14
2022;Anmsuh;København;725992,001;6180599,001;15-06-2022;16
2022;Anmsuh;København;724980,001;6169370,001;08-06-2022;8
2022;Anmsuh;København;720639,001;6177620,001;15-06-2022;15
2022;Anmsuh;København;725213,518;6175548,608;15-06-2022;20
2022;Anmsuh;København;723098,001;6180513,001;16-06-2022;8
2022;Anmsuh;København;723949,001;6175604,001;16-06-2022;12
2022;Anmsuh;København;727493,001;6176028,001;16-06-2022;16
2022;Pskduh;København;725309,001;6176048,001;16-06-2022;17
2022;Mskduh;København;724564,242;6170541,502;15-06-2022;23
2022;Mskduh;København;724614,001;6174952,001;16-06-2022;8
2022;Anmsuh;København;724136,001;6176975,001;12-06-2022;0
2022;Anmsuh;København;725904,001;6175367,001;20-04-2022;12
2022;Pskduh;København;719325,001;6173200,429;17-06-2022;19
2022;Pskduh;København;722567,001;6173018,001;18-06-2022;1
2022;Pskduh;København;725366,001;6175987,001;19-06-2022;4
2022;Pskduh;København;724611,001;6175543,001;19-06-2022;4
2022;Pskduh;København;720133,001;6173806,001;20-06-2022;11
2022;Pskduh;København;724547,857;6175038,721;21-06-2022;17
2022;Anmsuh;København;721152,281;6173919,976;15-06-2022;18
2022;Anmsuh;København;727105,001;6177766,001;17-06-2022;21
2022;Anmsuh;København;725265,001;6179318,001;18-06-2022;7
2022;Exuh;København;727285,001;6177665,001;18-06-2022;12
2022;Anmsuh;København;724025,001;6177189,001;19-06-2022;0
2022;Exuh;København;718861,571;6177257,65;17-06-2022;15
2022;Anmsuh;København;720961,001;6174448,001;07-06-2022;15
2022;Exuh;København;722349,671;6174256,146;31-05-2022;21
2022;Anmsuh;København;721990,001;6178988,001;30-05-2022;22
2022;Anmsuh;København;722566,001;6174577,001;19-06-2022;18
2022;Anmsuh;København;720579,001;6177667,001;20-06-2022;19
2022;Anmsuh;København;726106,001;6173532,001;20-06-2022;21
2022;Anmsuh;København;723015,001;6177764,001;20-06-2022;17
2022;Exuh;København;726004,211;6180121,81;21-06-2022;11
2022;Anmsuh;København;724700,001;6176683,001;11-06-2022;23
2022;Anmsuh;København;725168,999;6177873,238;21-06-2022;16
2022;Exuh;København;721289,751;6174575,66;21-06-2022;19
2022;Exuh;København;722890,222;6174772,511;21-06-2022;16
2022;Exuh;København;726616,001;6173928,001;12-06-2022;16
2022;Anmsuh;København;721826,001;6173348,001;11-06-2022;4
2022;Anmsuh;København;725558,001;6179341,001;13-06-2022;8
2022;Exuh;København;721779,641;6178797,06;07-06-2022;7
2022;Exuh;København;721357,73;6178220,141;13-06-2022;13
2022;Anmsuh;København;719009,462;6176260,465;03-06-2022;7
2022;Exuh;København;723999,001;6175564,001;22-06-2022;18
2022;Anmsuh;København;726066,27;6170591,378;22-06-2022;21
2022;Anmsuh;København;725236,001;6176200,001;22-06-2022;22
2022;Exuh;København;722806,521;6174392,63;17-06-2022;11
2022;Anmsuh;København;721166,001;6174019,001;13-06-2022;17
2022;Exuh;København;725393,591;6174468,42;23-06-2022;11
2022;Anmsuh;København;721096,001;6178732,001;23-06-2022;14
2022;Exuh;København;724161,001;6176705,001;23-06-2022;18
2022;Exuh;København;723854,001;6179182,001;23-06-2022;19
2022;Anmsuh;København;726456,001;6176025,001;23-06-2022;20
2022;Anmsuh;København;718881,001;6173601,001;24-06-2022;1
2022;Mskduh;København;724737,645;6171927,902;17-06-2022;16
2022;Mskduh;København;720725,001;6179051,001;19-06-2022;21
2022;Mskduh;København;721402,001;6174553,001;22-06-2022;15
2022;Mskduh;København;726005,001;6172131,001;23-06-2022;23
2022;Mskduh;København;723277,475;6170560,419;24-06-2022;1
2022;Pskduh;København;725060,001;6178731,001;10-06-2022;16
2022;Pskduh;København;721909,001;6172537,001;18-06-2022;14
2022;Anmsuh;København;722622,075;6173721,475;17-06-2022;23
2022;Anmsuh;København;726487,001;6176205,001;23-06-2022;23
2022;Pskduh;København;724460,001;6175982,001;25-06-2022;0
2022;Pskduh;København;720689,001;6172792,001;26-06-2022;14
2022;Pskduh;København;724818,001;6174718,001;27-06-2022;17
2022;Pskduh;København;725789,145;6177919,257;27-06-2022;16
2022;Exuh;København;719760,831;6178405,58;23-06-2022;4
2022;Anmsuh;København;723067,001;6175285,001;23-06-2022;7
2022;Anmsuh;København;720650,001;6173704,001;13-06-2022;6
2022;Anmsuh;København;718769,752;6177940,2;24-06-2022;15
2022;Exuh;København;721505,521;6178002,54;24-06-2022;20
2022;Anmsuh;København;724561,572;6175470,808;25-06-2022;0
2022;Exuh;København;727091,381;6173800,87;14-06-2022;0
2022;Exuh;København;725995,311;6177944,44;07-06-2022;11
2022;Exuh;København;725376,211;6176794,69;15-06-2022;11
2022;Exuh;København;722366,801;6174317,82;15-06-2022;8
2022;Exuh;København;722715,261;6177979,4;25-06-2022;9
2022;Anmsuh;København;724855,001;6174670,001;19-06-2022;19
2022;Exuh;København;723811,428;6178036,058;26-06-2022;11
2022;Exuh;København;721886,001;6179292,001;26-06-2022;13
2022;Exuh;København;719531,621;6177231,71;15-06-2022;0
2022;Anmsuh;København;721827,001;6174317,001;14-06-2022;16
2022;Anmsuh;København;722903,085;6177896,231;20-06-2022;16
2022;Exuh;København;719982,741;6177458,96;13-06-2022;16
2022;Anmsuh;København;724051,777;6174786,339;21-06-2022;18
2022;Exuh;København;720236,131;6172677,61;23-06-2022;19
2022;Exuh;København;724288,246;6177610,726;23-06-2022;8
2022;Anmsuh;København;725768,612;6173513,181;09-06-2022;6
2022;Anmsuh;København;728465,058;6174384,363;28-06-2022;8
2022;Exuh;København;725391,361;6175715,91;28-06-2022;12
2022;Exuh;København;723657,001;6175371,001;28-06-2022;10
2022;Anmsuh;København;722854,917;6172527,304;23-06-2022;6
2022;Anmsuh;København;728287,001;6174429,001;23-06-2022;20
2022;Exuh;København;722759,431;6178271,7;27-06-2022;9
2022;Anmsuh;København;721204,458;6178737,293;28-06-2022;16
2022;Anmsuh;København;722605,852;6178210,294;22-06-2022;19
2022;Anmsuh;København;726840,85;6174058,493;17-06-2022;20
2022;Anmsuh;København;724237,86;6175900,712;28-06-2022;17
2022;Exuh;København;724264,041;6174660,54;21-06-2022;12
2022;Anmsuh;København;722536,994;6178283,457;29-06-2022;11
2022;Mskduh;København;718105,532;6177185,304;29-06-2022;11
2022;Anmsuh;København;724354,001;6175870,001;29-06-2022;14
2022;Exuh;København;723026,031;6179237,09;30-06-2022;13
2022;Exuh;København;723986,001;6176403,001;30-06-2022;14
2022;Exuh;København;725162,628;6180182,585;29-06-2022;16
2022;Exuh;København;722585,001;6177014,001;30-06-2022;20
2022;Mskduh;København;722074,267;6178533,278;25-06-2022;1
2022;Mskduh;København;720396,001;6178021,001;27-06-2022;10
2022;Mskduh;København;722376,761;6179291,645;27-06-2022;12
2022;Mskduh;København;726040,728;6173654,037;27-06-2022;13
2022;Mskduh;København;726090,001;6174814,001;27-06-2022;20
2022;Pskduh;København;722582,001;6177007,001;24-06-2022;15
2022;Pskduh;København;725039,001;6179515,001;28-06-2022;7
2022;Mskduh;København;724674,339;6180403,856;30-06-2022;23
2022;Anmsuh;København;727606,001;6174178,001;01-07-2022;1
2022;Anmsuh;København;727069,567;6173682,501;01-07-2022;1
2022;Anmsuh;København;726957,001;6171794,001;25-06-2022;23
2022;Pskduh;København;725594,001;6175369,001;04-07-2022;12
2022;Pskduh;København;722558,001;6178081,001;06-07-2022;8
2022;Pskduh;København;727698,001;6173538,001;06-07-2022;7
2022;Pskduh;København;721477,001;6173073,001;23-06-2022;12
2022;Exuh;København;724263,451;6174596,797;27-06-2022;11
2022;Exuh;København;720760,981;6173156,4;27-06-2022;0
2022;Exuh;København;723808,223;6177431,21;20-06-2022;16
2022;Anmsuh;København;726095,001;6173531,001;01-07-2022;18
2022;Anmsuh;København;729029,597;6173222,786;02-07-2022;10
2022;Exuh;København;724210,621;6175730,63;22-06-2022;14
2022;Exuh;København;724872,001;6178273,001;03-07-2022;17
2022;Anmsuh;København;728013,001;6174287,001;05-07-2022;9
2022;Exuh;København;727344,461;6174405,89;01-07-2022;0
2022;Exuh;København;722991,601;6180244,16;05-07-2022;13
2022;Anmsuh;København;724494,001;6179849,001;05-07-2022;14
2022;Exuh;København;719356,407;6172940,211;17-06-2022;7
2022;Exuh;København;724282,001;6174801,001;05-07-2022;22
2022;Anmsuh;København;724557,001;6181014,001;07-07-2022;7
2022;Anmsuh;København;722064,001;6172749,001;07-07-2022;6
2022;Exuh;København;719621,881;6174785,77;12-06-2022;0
2022;Exuh;København;722675,531;6177330,14;01-07-2022;7
2022;Exuh;København;726073,001;6175220,001;07-07-2022;12
