,Time,acc_precip,mean_temp,mean_relative_hum,mean_wind_speed,mean_radiation
105192,2023-01-01 00:00:00,1.1,9.1,99.0,1.6,0.0
105193,2023-01-01 01:00:00,3.5,9.0,99.3,1.7,0.0
105194,2023-01-01 02:00:00,0.9,9.8,99.5,2.9,0.0
105195,2023-01-01 03:00:00,2.3,10.7,98.3,5.4,0.0
105196,2023-01-01 04:00:00,0.7,10.6,98.0,5.3,0.0
105197,2023-01-01 05:00:00,0.4,10.6,97.3,5.5,0.0
105198,2023-01-01 06:00:00,0.1,10.7,95.8,6.6,0.0
105199,2023-01-01 07:00:00,0.0,11.0,90.8,7.5,0.0
105200,2023-01-01 08:00:00,0.0,11.2,87.7,6.8,0.0
105201,2023-01-01 09:00:00,0.0,11.1,88.2,5.5,4.0
105202,2023-01-01 10:00:00,0.6,10.8,90.2,6.0,36.0
105203,2023-01-01 11:00:00,0.0,11.1,84.2,7.0,40.0
105204,2023-01-01 12:00:00,0.0,10.8,79.5,7.3,64.0
105205,2023-01-01 13:00:00,0.0,10.5,78.7,7.2,36.0
105206,2023-01-01 14:00:00,0.0,10.1,79.8,6.3,30.0
105207,2023-01-01 15:00:00,0.0,9.5,80.3,5.4,10.0
105208,2023-01-01 16:00:00,0.0,9.1,81.0,5.4,0.0
105209,2023-01-01 17:00:00,0.0,8.9,81.5,5.4,0.0
105210,2023-01-01 18:00:00,0.0,8.7,82.3,3.7,0.0
105211,2023-01-01 19:00:00,0.0,8.1,86.0,2.6,0.0
105212,2023-01-01 20:00:00,0.0,8.1,87.2,3.0,0.0
105213,2023-01-01 21:00:00,0.0,8.3,88.0,3.2,0.0
105214,2023-01-01 22:00:00,0.0,8.4,88.5,3.1,0.0
105215,2023-01-01 23:00:00,0.0,8.3,89.8,2.5,0.0
105216,2023-01-02 00:00:00,0.0,8.2,89.5,2.1,0.0
105217,2023-01-02 01:00:00,0.0,7.9,91.0,1.8,0.0
105218,2023-01-02 02:00:00,0.0,7.7,91.2,2.0,0.0
105219,2023-01-02 03:00:00,0.0,7.6,93.0,2.0,0.0
105220,2023-01-02 04:00:00,1.6,7.5,96.0,2.1,0.0
105221,2023-01-02 05:00:00,1.3,7.4,97.5,1.6,0.0
105222,2023-01-02 06:00:00,0.6,7.3,98.8,1.6,0.0
105223,2023-01-02 07:00:00,0.6,7.3,99.2,2.0,0.0
105224,2023-01-02 08:00:00,0.1,7.4,100.0,3.8,0.0
105225,2023-01-02 09:00:00,0.1,7.3,100.0,2.9,4.0
105226,2023-01-02 10:00:00,0.1,7.8,100.0,2.3,12.0
105227,2023-01-02 11:00:00,0.0,8.4,100.0,2.5,34.0
105228,2023-01-02 12:00:00,0.1,9.3,100.0,2.7,29.0
105229,2023-01-02 13:00:00,0.3,9.8,99.0,3.8,12.0
105230,2023-01-02 14:00:00,0.1,9.3,96.2,5.1,9.0
105231,2023-01-02 15:00:00,0.0,7.5,96.7,5.2,7.0
105232,2023-01-02 16:00:00,0.0,6.4,98.3,4.3,0.0
105233,2023-01-02 17:00:00,0.0,6.0,97.0,3.6,0.0
105234,2023-01-02 18:00:00,0.0,6.0,96.2,3.1,0.0
105235,2023-01-02 19:00:00,0.0,6.0,96.5,3.9,0.0
105236,2023-01-02 20:00:00,0.0,6.6,93.5,5.0,0.0
105237,2023-01-02 21:00:00,0.0,6.8,89.2,5.8,0.0
105238,2023-01-02 22:00:00,0.0,6.4,84.3,6.1,0.0
105239,2023-01-02 23:00:00,0.0,6.2,84.3,5.6,0.0
105240,2023-01-03 00:00:00,0.0,6.0,83.8,6.2,0.0
105241,2023-01-03 01:00:00,0.0,5.4,88.0,5.4,0.0
105242,2023-01-03 02:00:00,0.0,4.8,88.3,5.5,0.0
105243,2023-01-03 03:00:00,0.0,5.1,85.5,5.5,0.0
105244,2023-01-03 04:00:00,0.0,5.2,86.0,5.5,0.0
105245,2023-01-03 05:00:00,0.0,5.0,89.8,5.7,0.0
105246,2023-01-03 06:00:00,0.0,5.2,89.5,5.2,0.0
105247,2023-01-03 07:00:00,0.0,5.3,90.0,4.3,0.0
105248,2023-01-03 08:00:00,0.1,5.5,90.5,5.3,2.0
105249,2023-01-03 09:00:00,0.0,5.4,90.7,4.9,39.0
105250,2023-01-03 10:00:00,0.0,5.9,85.0,5.4,97.0
105251,2023-01-03 11:00:00,0.0,6.0,82.8,4.6,156.0
105252,2023-01-03 12:00:00,0.0,6.4,80.5,5.2,179.0
105253,2023-01-03 13:00:00,0.0,6.5,80.7,4.7,157.0
105254,2023-01-03 14:00:00,0.0,6.5,80.3,4.0,102.0
105255,2023-01-03 15:00:00,0.0,5.6,83.3,3.0,24.0
105256,2023-01-03 16:00:00,0.0,4.7,86.5,2.1,0.0
105257,2023-01-03 17:00:00,0.0,3.9,89.2,1.4,0.0
105258,2023-01-03 18:00:00,0.0,3.3,91.3,1.4,0.0
105259,2023-01-03 19:00:00,0.0,2.9,92.5,1.4,0.0
105260,2023-01-03 20:00:00,0.0,2.4,94.5,1.5,0.0
105261,2023-01-03 21:00:00,0.0,2.3,95.8,1.6,0.0
105262,2023-01-03 22:00:00,0.0,1.9,96.2,1.5,0.0
105263,2023-01-03 23:00:00,0.0,1.8,96.7,1.9,0.0
105264,2023-01-04 00:00:00,0.0,3.2,91.0,2.9,0.0
105265,2023-01-04 01:00:00,0.1,4.2,88.2,3.7,0.0
105266,2023-01-04 02:00:00,0.9,4.4,95.2,3.7,0.0
105267,2023-01-04 03:00:00,1.5,4.4,97.3,3.9,0.0
105268,2023-01-04 04:00:00,1.1,4.6,98.0,4.6,0.0
105269,2023-01-04 05:00:00,1.6,4.9,98.0,5.3,0.0
105270,2023-01-04 06:00:00,2.5,4.9,97.0,6.1,0.0
105271,2023-01-04 07:00:00,2.4,4.9,97.0,5.7,0.0
105272,2023-01-04 08:00:00,2.6,4.9,98.0,5.6,0.0
105273,2023-01-04 09:00:00,1.5,5.0,98.0,5.6,6.0
105274,2023-01-04 10:00:00,0.6,5.3,98.8,5.4,13.0
105275,2023-01-04 11:00:00,2.9,5.8,99.0,3.8,13.0
105276,2023-01-04 12:00:00,2.3,7.0,99.0,3.4,16.0
105277,2023-01-04 13:00:00,0.0,8.7,98.3,5.2,26.0
105278,2023-01-04 14:00:00,0.1,9.3,97.8,4.3,16.0
105279,2023-01-04 15:00:00,0.9,9.5,97.0,3.5,9.0
105280,2023-01-04 16:00:00,0.3,9.3,97.8,3.4,0.0
105281,2023-01-04 17:00:00,0.3,9.3,96.7,5.1,0.0
105282,2023-01-04 18:00:00,0.9,9.1,95.0,4.8,0.0
105283,2023-01-04 19:00:00,0.1,9.0,96.2,4.5,0.0
105284,2023-01-04 20:00:00,0.2,8.8,95.5,4.8,0.0
105285,2023-01-04 21:00:00,0.5,8.7,94.3,5.6,0.0
105286,2023-01-04 22:00:00,0.0,8.6,93.0,5.7,0.0
105287,2023-01-04 23:00:00,0.2,8.4,93.5,5.8,0.0
105288,2023-01-05 00:00:00,0.0,7.7,89.7,4.6,0.0
105289,2023-01-05 01:00:00,0.0,7.7,88.2,5.6,0.0
105290,2023-01-05 02:00:00,0.6,7.3,91.5,6.3,0.0
105291,2023-01-05 03:00:00,0.2,6.9,92.3,6.7,0.0
105292,2023-01-05 04:00:00,0.0,6.2,88.8,8.0,0.0
105293,2023-01-05 05:00:00,0.0,4.5,85.3,8.9,0.0
105294,2023-01-05 06:00:00,0.0,3.9,86.2,9.1,0.0
105295,2023-01-05 07:00:00,0.0,3.4,92.7,7.6,0.0
105296,2023-01-05 08:00:00,0.0,3.4,96.7,7.1,3.0
105297,2023-01-05 09:00:00,0.1,3.4,97.3,6.4,26.0
105298,2023-01-05 10:00:00,0.0,3.7,97.3,6.5,50.0
105299,2023-01-05 11:00:00,0.0,3.7,96.0,5.7,44.0
105300,2023-01-05 12:00:00,0.2,3.3,97.2,4.0,38.0
105301,2023-01-05 13:00:00,0.1,3.2,96.0,2.7,39.0
105302,2023-01-05 14:00:00,0.0,3.4,92.7,1.9,20.0
105303,2023-01-05 15:00:00,0.1,3.2,94.0,2.1,5.0
105304,2023-01-05 16:00:00,0.0,2.9,93.5,1.2,0.0
105305,2023-01-05 17:00:00,0.0,2.8,88.7,1.1,0.0
105306,2023-01-05 18:00:00,0.0,2.7,85.5,0.7,0.0
105307,2023-01-05 19:00:00,0.0,2.5,84.7,1.0,0.0
105308,2023-01-05 20:00:00,0.0,2.2,85.5,1.7,0.0
105309,2023-01-05 21:00:00,0.0,2.2,87.7,1.8,0.0
105310,2023-01-05 22:00:00,0.0,2.4,88.3,2.6,0.0
105311,2023-01-05 23:00:00,0.0,2.4,89.8,3.4,0.0
105312,2023-01-06 00:00:00,0.0,2.2,92.7,4.0,0.0
105313,2023-01-06 01:00:00,0.0,2.2,90.8,4.8,0.0
105314,2023-01-06 02:00:00,0.0,2.3,89.2,5.7,0.0
105315,2023-01-06 03:00:00,0.0,2.5,90.2,6.5,0.0
105316,2023-01-06 04:00:00,0.0,2.4,93.5,6.2,0.0
105317,2023-01-06 05:00:00,0.1,2.7,94.0,6.6,0.0
105318,2023-01-06 06:00:00,0.8,2.8,95.5,7.4,0.0
105319,2023-01-06 07:00:00,0.5,2.8,96.3,7.7,0.0
105320,2023-01-06 08:00:00,1.4,2.7,95.5,8.9,0.0
105321,2023-01-06 09:00:00,2.4,2.3,96.0,9.2,5.0
105322,2023-01-06 10:00:00,1.9,2.1,96.0,8.9,11.0
105323,2023-01-06 11:00:00,2.4,2.2,97.0,8.3,16.0
105324,2023-01-06 12:00:00,2.5,3.2,97.8,7.0,11.0
105325,2023-01-06 13:00:00,1.8,4.0,98.2,3.2,13.0
105326,2023-01-06 14:00:00,0.0,5.2,98.0,1.1,79.0
105327,2023-01-06 15:00:00,0.0,5.8,97.3,2.2,12.0
105328,2023-01-06 16:00:00,0.0,6.0,95.5,2.9,0.0
105329,2023-01-06 17:00:00,0.0,6.0,93.2,2.8,0.0
105330,2023-01-06 18:00:00,0.0,6.1,93.7,2.1,0.0
105331,2023-01-06 19:00:00,0.0,5.6,93.7,2.3,0.0
105332,2023-01-06 20:00:00,0.0,5.0,95.8,2.4,0.0
105333,2023-01-06 21:00:00,0.0,5.4,94.5,2.3,0.0
105334,2023-01-06 22:00:00,0.0,5.3,94.2,2.4,0.0
105335,2023-01-06 23:00:00,0.0,5.5,93.3,2.6,0.0
105336,2023-01-07 00:00:00,0.0,5.9,90.8,2.6,0.0
105337,2023-01-07 01:00:00,0.0,6.1,89.0,2.3,0.0
105338,2023-01-07 02:00:00,0.0,5.9,89.3,1.8,0.0
105339,2023-01-07 03:00:00,0.0,5.0,92.8,1.5,0.0
105340,2023-01-07 04:00:00,0.0,4.8,97.0,1.9,0.0
105341,2023-01-07 05:00:00,0.0,5.2,98.0,1.9,0.0
105342,2023-01-07 06:00:00,0.0,5.2,97.8,1.8,0.0
105343,2023-01-07 07:00:00,0.0,4.6,98.0,1.6,0.0
105344,2023-01-07 08:00:00,0.0,4.2,98.2,1.9,4.0
105345,2023-01-07 09:00:00,0.0,4.2,99.0,2.2,26.0
105346,2023-01-07 10:00:00,0.0,5.2,99.0,2.9,32.0
105347,2023-01-07 11:00:00,0.4,5.8,99.0,3.1,32.0
105348,2023-01-07 12:00:00,0.3,6.2,99.0,2.8,38.0
105349,2023-01-07 13:00:00,1.2,6.4,99.3,2.5,25.0
105350,2023-01-07 14:00:00,0.2,6.6,100.0,2.2,11.0
105351,2023-01-07 15:00:00,0.1,6.6,100.0,2.0,2.0
105352,2023-01-07 16:00:00,0.1,7.2,100.0,2.1,0.0
105353,2023-01-07 17:00:00,0.0,7.5,100.0,2.8,0.0
105354,2023-01-07 18:00:00,0.0,7.6,100.0,3.5,0.0
105355,2023-01-07 19:00:00,0.0,7.4,100.0,3.5,0.0
105356,2023-01-07 20:00:00,0.0,7.2,100.0,3.5,0.0
105357,2023-01-07 21:00:00,0.0,7.1,100.0,3.5,0.0
105358,2023-01-07 22:00:00,0.0,7.3,98.7,3.9,0.0
105359,2023-01-07 23:00:00,0.0,7.7,91.8,4.0,0.0
105360,2023-01-08 00:00:00,0.0,7.8,91.7,4.3,0.0
105361,2023-01-08 01:00:00,0.0,7.6,89.8,4.9,0.0
105362,2023-01-08 02:00:00,0.0,7.4,89.0,4.6,0.0
105363,2023-01-08 03:00:00,0.0,7.3,88.0,4.4,0.0
105364,2023-01-08 04:00:00,0.0,7.2,88.3,4.3,0.0
105365,2023-01-08 05:00:00,0.0,7.0,90.0,4.3,0.0
105366,2023-01-08 06:00:00,0.0,6.4,95.2,3.7,0.0
105367,2023-01-08 07:00:00,0.0,6.3,94.2,3.5,0.0
105368,2023-01-08 08:00:00,0.0,6.3,92.5,3.0,1.0
105369,2023-01-08 09:00:00,0.0,6.5,91.7,2.6,8.0
105370,2023-01-08 10:00:00,0.0,6.5,92.5,2.3,35.0
105371,2023-01-08 11:00:00,0.5,6.5,94.5,1.7,24.0
105372,2023-01-08 12:00:00,0.5,6.5,96.5,1.7,31.0
105373,2023-01-08 13:00:00,0.1,6.6,97.8,1.9,47.0
105374,2023-01-08 14:00:00,0.6,6.6,98.3,2.3,15.0
105375,2023-01-08 15:00:00,0.1,6.7,99.0,1.7,11.0
105376,2023-01-08 16:00:00,0.0,6.5,99.0,1.1,0.0
105377,2023-01-08 17:00:00,0.0,6.5,99.0,1.1,0.0
105378,2023-01-08 18:00:00,0.0,6.3,99.0,1.4,0.0
105379,2023-01-08 19:00:00,0.0,6.6,99.3,1.8,0.0
105380,2023-01-08 20:00:00,0.0,6.5,99.2,1.5,0.0
105381,2023-01-08 21:00:00,0.0,6.4,99.0,2.0,0.0
105382,2023-01-08 22:00:00,0.0,6.2,99.0,2.1,0.0
105383,2023-01-08 23:00:00,0.0,6.1,99.0,1.9,0.0
105384,2023-01-09 00:00:00,0.2,6.3,99.0,2.5,0.0
105385,2023-01-09 01:00:00,0.1,6.3,99.0,2.8,0.0
105386,2023-01-09 02:00:00,0.0,6.2,99.0,3.3,0.0
105387,2023-01-09 03:00:00,0.0,6.1,98.7,3.2,0.0
105388,2023-01-09 04:00:00,0.0,5.8,98.0,2.7,0.0
105389,2023-01-09 05:00:00,0.0,5.9,98.0,2.2,0.0
105390,2023-01-09 06:00:00,0.0,5.7,98.0,2.3,0.0
105391,2023-01-09 07:00:00,0.0,5.9,97.5,2.8,0.0
105392,2023-01-09 08:00:00,0.0,5.6,97.2,2.8,2.0
105393,2023-01-09 09:00:00,0.0,5.5,98.0,3.4,10.0
105394,2023-01-09 10:00:00,0.4,5.2,99.0,4.2,10.0
105395,2023-01-09 11:00:00,1.5,5.2,99.3,3.3,13.0
105396,2023-01-09 12:00:00,1.8,5.6,99.3,2.2,20.0
105397,2023-01-09 13:00:00,1.4,5.2,97.8,1.9,20.0
105398,2023-01-09 14:00:00,0.4,5.1,96.8,0.3,35.0
105399,2023-01-09 15:00:00,0.0,5.2,97.0,1.2,10.0
105400,2023-01-09 16:00:00,0.0,5.3,98.0,1.7,0.0
105401,2023-01-09 17:00:00,0.0,5.4,98.0,1.4,0.0
105402,2023-01-09 18:00:00,0.0,5.4,98.0,2.0,0.0
105403,2023-01-09 19:00:00,0.0,5.3,97.0,2.3,0.0
105404,2023-01-09 20:00:00,0.0,4.9,96.7,2.6,0.0
105405,2023-01-09 21:00:00,0.0,4.5,94.8,2.4,0.0
105406,2023-01-09 22:00:00,0.0,4.2,95.0,1.9,0.0
105407,2023-01-09 23:00:00,0.0,4.1,94.8,2.1,0.0
105408,2023-01-10 00:00:00,0.0,3.7,95.3,1.3,0.0
105409,2023-01-10 01:00:00,0.0,4.1,94.2,2.0,0.0
105410,2023-01-10 02:00:00,0.0,4.3,94.7,2.0,0.0
105411,2023-01-10 03:00:00,0.0,4.4,96.2,2.7,0.0
105412,2023-01-10 04:00:00,0.0,4.6,98.5,3.2,0.0
105413,2023-01-10 05:00:00,0.0,5.0,98.2,2.9,0.0
105414,2023-01-10 06:00:00,0.0,5.2,96.8,2.4,0.0
105415,2023-01-10 07:00:00,0.0,5.3,96.2,2.4,0.0
105416,2023-01-10 08:00:00,0.0,5.4,95.0,2.3,2.0
105417,2023-01-10 09:00:00,0.0,5.6,94.7,2.4,25.0
105418,2023-01-10 10:00:00,0.0,6.2,92.5,2.5,86.0
105419,2023-01-10 11:00:00,0.0,6.7,89.0,3.8,141.0
105420,2023-01-10 12:00:00,0.0,7.1,86.2,3.1,199.0
105421,2023-01-10 13:00:00,0.0,7.1,86.2,3.4,169.0
105422,2023-01-10 14:00:00,0.0,6.7,87.0,3.2,43.0
105423,2023-01-10 15:00:00,0.0,5.9,89.3,3.2,4.0
105424,2023-01-10 16:00:00,0.0,5.7,91.8,2.9,0.0
105425,2023-01-10 17:00:00,0.0,5.6,92.0,3.0,0.0
105426,2023-01-10 18:00:00,0.0,5.6,92.5,3.2,0.0
105427,2023-01-10 19:00:00,0.0,5.5,94.0,3.1,0.0
105428,2023-01-10 20:00:00,0.0,5.5,92.5,3.6,0.0
105429,2023-01-10 21:00:00,0.0,5.3,92.8,3.8,0.0
105430,2023-01-10 22:00:00,0.0,5.2,91.7,4.4,0.0
105431,2023-01-10 23:00:00,0.0,5.2,92.0,4.8,0.0
105432,2023-01-11 00:00:00,0.0,5.4,90.2,5.9,0.0
105433,2023-01-11 01:00:00,0.3,5.2,91.0,5.8,0.0
105434,2023-01-11 02:00:00,1.0,4.8,93.7,6.2,0.0
105435,2023-01-11 03:00:00,1.9,4.7,95.3,7.5,0.0
105436,2023-01-11 04:00:00,0.3,4.7,96.8,7.0,0.0
105437,2023-01-11 05:00:00,0.3,4.9,98.0,6.8,0.0
105438,2023-01-11 06:00:00,0.3,5.2,98.2,5.8,0.0
105439,2023-01-11 07:00:00,1.1,5.7,99.0,4.7,0.0
105440,2023-01-11 08:00:00,0.5,6.3,99.0,4.2,0.0
105441,2023-01-11 09:00:00,0.2,7.2,99.0,3.4,7.0
105442,2023-01-11 10:00:00,0.0,7.6,98.3,3.2,17.0
105443,2023-01-11 11:00:00,0.0,8.0,96.8,2.6,58.0
105444,2023-01-11 12:00:00,0.0,8.5,94.3,3.0,79.0
105445,2023-01-11 13:00:00,0.0,8.6,92.5,3.1,70.0
105446,2023-01-11 14:00:00,0.0,8.5,90.7,2.7,45.0
105447,2023-01-11 15:00:00,0.0,8.0,90.2,2.6,13.0
105448,2023-01-11 16:00:00,0.0,7.6,87.8,3.3,1.0
105449,2023-01-11 17:00:00,0.0,6.8,90.5,2.2,0.0
105450,2023-01-11 18:00:00,0.0,6.2,93.8,2.3,0.0
105451,2023-01-11 19:00:00,0.0,5.9,93.2,3.1,0.0
105452,2023-01-11 20:00:00,0.0,5.8,92.5,3.8,0.0
105453,2023-01-11 21:00:00,0.0,5.9,92.7,3.9,0.0
105454,2023-01-11 22:00:00,0.0,6.1,90.2,3.5,0.0
105455,2023-01-11 23:00:00,0.0,6.1,89.0,3.5,0.0
105456,2023-01-12 00:00:00,0.0,5.7,91.5,3.1,0.0
105457,2023-01-12 01:00:00,0.0,5.6,91.3,3.7,0.0
105458,2023-01-12 02:00:00,0.5,5.7,94.8,3.9,0.0
105459,2023-01-12 03:00:00,0.0,5.8,94.7,4.5,0.0
105460,2023-01-12 04:00:00,0.0,6.1,90.5,4.4,0.0
105461,2023-01-12 05:00:00,0.0,6.0,89.0,4.1,0.0
105462,2023-01-12 06:00:00,0.0,5.8,89.7,3.8,0.0
105463,2023-01-12 07:00:00,0.0,5.7,89.7,3.4,0.0
105464,2023-01-12 08:00:00,0.0,5.6,89.5,3.2,5.0
105465,2023-01-12 09:00:00,0.0,5.8,90.3,3.3,16.0
105466,2023-01-12 10:00:00,0.3,6.1,91.3,3.4,15.0
105467,2023-01-12 11:00:00,1.5,6.1,96.3,3.5,26.0
105468,2023-01-12 12:00:00,2.3,6.1,97.5,3.7,20.0
105469,2023-01-12 13:00:00,0.9,6.4,98.0,4.3,25.0
105470,2023-01-12 14:00:00,0.8,7.3,99.0,3.8,17.0
105471,2023-01-12 15:00:00,0.1,8.2,98.0,4.6,8.0
105472,2023-01-12 16:00:00,0.0,7.4,94.2,5.5,0.0
105473,2023-01-12 17:00:00,0.0,6.5,95.0,3.7,0.0
105474,2023-01-12 18:00:00,0.0,6.5,94.5,3.3,0.0
105475,2023-01-12 19:00:00,0.0,6.1,93.8,3.1,0.0
105476,2023-01-12 20:00:00,0.0,5.5,93.3,2.0,0.0
105477,2023-01-12 21:00:00,0.0,5.1,94.5,1.2,0.0
105478,2023-01-12 22:00:00,0.1,5.5,96.0,2.0,0.0
105479,2023-01-12 23:00:00,0.0,6.2,96.5,3.1,0.0
105480,2023-01-13 00:00:00,2.5,6.7,98.0,3.9,0.0
105481,2023-01-13 01:00:00,0.8,7.5,99.0,4.1,0.0
105482,2023-01-13 02:00:00,0.1,8.3,98.8,3.3,0.0
105483,2023-01-13 03:00:00,0.0,8.4,96.3,3.3,0.0
105484,2023-01-13 04:00:00,0.0,7.7,91.2,3.4,0.0
105485,2023-01-13 05:00:00,0.0,6.7,91.2,2.8,0.0
105486,2023-01-13 06:00:00,0.0,5.9,90.0,2.9,0.0
105487,2023-01-13 07:00:00,0.0,5.8,90.2,3.4,0.0
105488,2023-01-13 08:00:00,0.0,6.0,88.2,3.7,5.0
105489,2023-01-13 09:00:00,0.0,6.4,86.0,3.9,65.0
105490,2023-01-13 10:00:00,0.0,6.5,88.5,3.8,107.0
105491,2023-01-13 11:00:00,0.0,7.1,82.5,5.1,61.0
105492,2023-01-13 12:00:00,0.0,7.3,82.0,5.2,59.0
105493,2023-01-13 13:00:00,0.0,7.1,84.8,5.4,25.0
105494,2023-01-13 14:00:00,0.0,6.9,87.3,5.5,15.0
105495,2023-01-13 15:00:00,0.2,6.6,91.3,5.5,6.0
105496,2023-01-13 16:00:00,0.0,6.7,90.0,5.5,0.0
105497,2023-01-13 17:00:00,0.0,7.0,87.7,5.7,0.0
105498,2023-01-13 18:00:00,0.0,7.0,88.0,5.4,0.0
105499,2023-01-13 19:00:00,0.0,6.9,88.2,5.3,0.0
105500,2023-01-13 20:00:00,0.0,6.9,87.3,4.9,0.0
105501,2023-01-13 21:00:00,0.2,6.8,89.0,4.6,0.0
105502,2023-01-13 22:00:00,0.5,6.4,93.5,4.5,0.0
105503,2023-01-13 23:00:00,0.7,6.4,94.5,4.9,0.0
105504,2023-01-14 00:00:00,0.3,6.6,94.2,6.4,0.0
105505,2023-01-14 01:00:00,0.3,6.3,87.5,7.7,0.0
105506,2023-01-14 02:00:00,0.0,6.1,83.7,6.5,0.0
105507,2023-01-14 03:00:00,0.0,6.0,83.5,5.5,0.0
105508,2023-01-14 04:00:00,0.0,5.9,85.3,5.8,0.0
105509,2023-01-14 05:00:00,0.0,5.8,86.8,5.1,0.0
105510,2023-01-14 06:00:00,0.0,5.8,87.7,5.3,0.0
105511,2023-01-14 07:00:00,0.0,5.8,86.3,5.3,0.0
105512,2023-01-14 08:00:00,0.0,5.6,87.8,5.2,7.0
105513,2023-01-14 09:00:00,0.0,6.0,86.7,4.5,44.0
105514,2023-01-14 10:00:00,0.0,6.5,85.8,3.6,75.0
105515,2023-01-14 11:00:00,0.0,6.7,85.5,3.8,98.0
105516,2023-01-14 12:00:00,0.0,6.3,90.0,3.6,77.0
105517,2023-01-14 13:00:00,0.0,6.3,85.3,3.8,97.0
105518,2023-01-14 14:00:00,0.0,6.2,85.0,3.5,40.0
105519,2023-01-14 15:00:00,0.0,5.8,88.7,4.3,11.0
105520,2023-01-14 16:00:00,0.1,5.6,89.7,5.5,0.0
105521,2023-01-14 17:00:00,0.3,5.3,93.5,6.0,0.0
105522,2023-01-14 18:00:00,0.7,5.1,93.5,7.7,0.0
105523,2023-01-14 19:00:00,0.8,5.2,95.5,7.6,0.0
105524,2023-01-14 20:00:00,0.8,5.5,96.0,7.8,0.0
105525,2023-01-14 21:00:00,0.3,5.8,97.3,7.2,0.0
105526,2023-01-14 22:00:00,0.3,6.2,98.2,5.2,0.0
105527,2023-01-14 23:00:00,0.5,7.0,99.0,4.6,0.0
105528,2023-01-15 00:00:00,1.3,7.7,98.7,5.0,0.0
105529,2023-01-15 01:00:00,1.7,6.0,92.0,5.9,0.0
105530,2023-01-15 02:00:00,0.0,5.3,91.2,4.1,0.0
105531,2023-01-15 03:00:00,0.0,5.1,88.5,4.2,0.0
105532,2023-01-15 04:00:00,0.0,5.1,87.0,4.4,0.0
105533,2023-01-15 05:00:00,0.0,5.3,86.5,4.5,0.0
105534,2023-01-15 06:00:00,0.0,5.3,84.2,4.9,0.0
105535,2023-01-15 07:00:00,0.0,5.0,85.8,4.5,0.0
105536,2023-01-15 08:00:00,0.4,5.1,82.5,5.4,1.0
105537,2023-01-15 09:00:00,0.7,4.8,83.5,4.8,15.0
105538,2023-01-15 10:00:00,0.0,4.5,87.7,4.8,109.0
105539,2023-01-15 11:00:00,0.0,5.7,74.2,6.3,221.0
105540,2023-01-15 12:00:00,0.0,6.2,66.0,7.0,119.0
105541,2023-01-15 13:00:00,0.0,5.9,68.0,6.5,76.0
105542,2023-01-15 14:00:00,0.0,5.5,68.5,6.4,86.0
105543,2023-01-15 15:00:00,0.0,5.6,67.0,7.4,15.0
105544,2023-01-15 16:00:00,0.1,4.8,81.0,7.7,1.0
105545,2023-01-15 17:00:00,0.3,4.3,89.8,7.8,0.0
105546,2023-01-15 18:00:00,0.3,4.7,90.2,7.2,0.0
105547,2023-01-15 19:00:00,0.0,5.2,87.7,6.1,0.0
105548,2023-01-15 20:00:00,0.0,5.9,82.2,8.1,0.0
105549,2023-01-15 21:00:00,0.1,5.9,80.7,8.4,0.0
105550,2023-01-15 22:00:00,0.0,5.7,81.2,8.1,0.0
105551,2023-01-15 23:00:00,0.0,5.6,80.7,7.4,0.0
105552,2023-01-16 00:00:00,0.0,5.1,80.0,6.5,0.0
105553,2023-01-16 01:00:00,0.0,4.8,80.7,5.9,0.0
105554,2023-01-16 02:00:00,0.0,4.5,80.2,5.1,0.0
105555,2023-01-16 03:00:00,0.0,4.1,83.0,4.8,0.0
105556,2023-01-16 04:00:00,0.0,3.7,85.8,3.7,0.0
105557,2023-01-16 05:00:00,0.0,3.3,88.8,2.6,0.0
105558,2023-01-16 06:00:00,0.0,3.3,92.3,3.1,0.0
105559,2023-01-16 07:00:00,0.0,3.7,91.0,3.1,0.0
105560,2023-01-16 08:00:00,0.0,4.0,90.8,3.4,4.0
105561,2023-01-16 09:00:00,0.0,3.6,90.2,2.1,38.0
105562,2023-01-16 10:00:00,0.0,4.1,88.7,2.7,90.0
105563,2023-01-16 11:00:00,0.0,4.8,87.3,3.0,96.0
105564,2023-01-16 12:00:00,0.0,5.0,86.5,3.5,111.0
105565,2023-01-16 13:00:00,0.0,5.0,85.5,3.9,110.0
105566,2023-01-16 14:00:00,0.0,4.7,85.5,4.2,69.0
105567,2023-01-16 15:00:00,0.0,4.3,87.2,4.5,21.0
105568,2023-01-16 16:00:00,0.0,4.2,89.8,4.8,1.0
105569,2023-01-16 17:00:00,0.0,4.3,90.0,5.8,0.0
105570,2023-01-16 18:00:00,0.0,4.4,88.3,6.3,0.0
105571,2023-01-16 19:00:00,0.0,4.7,85.0,7.2,0.0
105572,2023-01-16 20:00:00,0.0,4.8,80.8,7.3,0.0
105573,2023-01-16 21:00:00,0.0,4.9,80.8,7.3,0.0
105574,2023-01-16 22:00:00,0.0,4.8,81.8,7.2,0.0
105575,2023-01-16 23:00:00,0.1,4.6,83.2,6.0,0.0
105576,2023-01-17 00:00:00,0.0,4.4,85.7,5.3,0.0
105577,2023-01-17 01:00:00,0.0,4.5,85.2,5.6,0.0
105578,2023-01-17 02:00:00,0.0,4.3,84.5,5.9,0.0
