,center_x,center_y,LON,LAT
110,721666.001,6172913.565,12.523339313036923,55.65141024961673
111,720066.001,6176913.565,12.501166634658164,55.688011735991715
112,719266.001,6175313.565,12.487186933617096,55.674023657546186
113,722866.001,6178513.565,12.546919033040329,55.70108371275123
114,722866.001,6172513.565,12.542048108912295,55.647274370541396
115,727266.001,6173713.565,12.61281573401187,55.65599912668699
116,719266.001,6178913.565,12.490065210557452,55.706311113871756
117,724466.001,6181313.565,12.574622749974154,55.72545640341486
118,722466.001,6174913.565,12.537647345000055,55.66898150371898
119,722866.001,6177313.565,12.545943528088067,55.69032190495408
120,721666.001,6178913.565,12.528185292511365,55.7052206422921
121,719266.001,6173313.565,12.485590416345513,55.65608606529332
122,727666.001,6172113.565,12.617835532835494,55.641463906659475
123,723666.001,6180113.565,12.56092988425414,55.71506450920054
124,719666.001,6177713.565,12.49545692423264,55.6953678063523
125,724066.001,6176513.565,12.564341525746629,55.682595171814455
126,725266.001,6179313.565,12.585689338783078,55.70714989085082
127,718866.001,6179313.565,12.484031199563315,55.71007921285196
128,722466.001,6173713.565,12.536675554906052,55.65821953147751
129,721666.001,6180513.565,12.529480328688555,55.71956995278279
130,720866.001,6177713.565,12.514511857763766,55.694823281397305
131,723666.001,6174513.565,12.556362850706147,55.664843357293876
132,722866.001,6172913.565,12.542372324385523,55.65086168359864
133,720866.001,6174113.565,12.5116146900726,55.6625366073394
134,725666.001,6177713.565,12.590725006512013,55.69261565332034
135,727266.001,6174113.565,12.613146526557044,55.65958615740171
136,722066.001,6178113.565,12.533890145772205,55.697863121683966
137,725666.001,6176913.565,12.590066782683287,55.68544145048283
138,724866.001,6180513.565,12.580321563868653,55.71809682226967
139,722466.001,6172913.565,12.536028060256088,55.65104486650134
140,723266.001,6177313.565,12.552294082117,55.690138124505275
141,720866.001,6174513.565,12.51193630697974,55.66612402895374
142,720066.001,6173713.565,12.498601505306256,55.65931204178214
143,720066.001,6177713.565,12.501808641306956,55.69518662616364
144,725266.001,6175713.565,12.58273220835469,55.67486576989705
145,725666.001,6174513.565,12.58809389354297,55.66391876034978
146,720466.001,6178913.565,12.50912557876549,55.70576735523058
147,719266.001,6174913.565,12.486867485998506,55.670436145751836
148,724866.001,6177313.565,12.577695561550536,55.689399722555216
149,724466.001,6178113.565,12.57200019980204,55.6967591598362
150,724466.001,6177713.565,12.571672714152736,55.69317198913702
151,725266.001,6170913.565,12.57879870106562,55.631819847455425
152,720866.001,6173713.565,12.511293145744265,55.658949182379594
153,721266.001,6179313.565,12.522155197006148,55.70899056525511
154,725666.001,6179713.565,12.59237186745097,55.71055110087619
155,727266.001,6172513.565,12.611823804063894,55.64523801404222
156,724866.001,6174913.565,12.575729170892783,55.667876755275365
157,720866.001,6179313.565,12.515801379175032,55.70917282727532
158,727666.001,6174913.565,12.62015460239507,55.66657297053582
159,718466.001,6178113.565,12.476720132949865,55.69949691476704
160,723266.001,6178913.565,12.553597220045223,55.704487096512885
161,726466.001,6172113.565,12.598808640545796,55.6420241135322
162,723666.001,6174113.565,12.556037186081547,55.661256106821064
163,720466.001,6172513.565,12.503984897841372,55.64836840819189
164,722066.001,6180113.565,12.535511291646522,55.71579966268958
165,724066.001,6178113.565,12.565648708306362,55.69694397374116
166,719266.001,6180113.565,12.49102593729368,55.71707353936228
167,722466.001,6180913.565,12.542516181942958,55.722790910653906
168,725666.001,6172113.565,12.586123674074429,55.64239594783679
169,725266.001,6177713.565,12.584374316559837,55.6928014266215
170,724866.001,6176913.565,12.577367644762386,55.68581256982145
171,722066.001,6172513.565,12.529360663054874,55.64764035988064
172,724466.001,6180913.565,12.574294671894037,55.721869259832864
173,719666.001,6176513.565,12.494495760851956,55.68460539343166
174,721666.001,6180913.565,12.529804270673804,55.72315727200879
175,724066.001,6174913.565,12.563035523229106,55.66824631576127
176,721666.001,6178513.565,12.52786171629499,55.70163330627421
177,726066.001,6175713.565,12.595427725609472,55.674494143738784
178,720066.001,6172913.565,12.497960946385364,55.6521370848606
179,720866.001,6177313.565,12.514189659419014,55.69123588655698
180,726466.001,6175713.565,12.60177537276781,55.674307838968026
181,720866.001,6178113.565,12.514834128889255,55.69841067288957
182,719666.001,6172913.565,12.491616173767317,55.652317974668804
183,722466.001,6178913.565,12.540891403016065,55.70485452583169
184,725666.001,6173313.565,12.587108450408508,55.65315736938671
185,720066.001,6177313.565,12.501487601733464,55.69159918274711
186,725266.001,6177313.565,12.584045746588613,55.68921430207007
187,728466.001,6174113.565,12.632181634294021,55.659023610631436
188,726866.001,6174913.565,12.607461994164481,55.66694711894255
189,724466.001,6179313.565,12.572983100684192,55.70752065160093
190,724066.001,6174113.565,12.562382964031078,55.66107186744318
191,719666.001,6178913.565,12.496418739127813,55.70613018926009
192,718866.001,6176513.565,12.481795585598164,55.68496662446301
193,721666.001,6174113.565,12.524307196628854,55.66217238854541
194,722466.001,6169713.565,12.533441001053957,55.622346072125296
195,718066.001,6179713.565,12.471641123096928,55.714027016325176
196,720466.001,6174513.565,12.505589366433288,55.666305671043695
197,721266.001,6172913.565,12.516994830206317,55.6515924498132
198,719266.001,6176913.565,12.488465445580601,55.688373671434135
199,720466.001,6177313.565,12.507838666890354,55.69141769869237
200,724866.001,6169713.565,12.571477780488124,55.62124324083504
201,724866.001,6170513.565,12.572131029422504,55.6284176649436
202,722866.001,6179313.565,12.547569737019028,55.708258234428584
203,723266.001,6179313.565,12.55392318854336,55.70807433107629
204,719266.001,6176113.565,12.487826045256469,55.681198671148614
205,717266.001,6180113.565,12.459248509744157,55.71797359911733
206,727666.001,6174513.565,12.619823082442272,55.66298597167552
207,724066.001,6179313.565,12.566629870506103,55.707705539654256
208,724466.001,6179713.565,12.57331088236586,55.71110780874391
209,726466.001,6173713.565,12.600126444414641,55.65637247002804
210,724866.001,6171713.565,12.573111455411128,55.63917927569995
211,725666.001,6178513.565,12.591383527704211,55.699789842550395
212,727266.001,6174513.565,12.613477393755172,55.663173184699154
213,718066.001,6178113.565,12.470367547455668,55.69967680639808
214,723266.001,6172113.565,12.548067002311686,55.64350359269412
215,722066.001,6169313.565,12.526778804438758,55.61894134332819
216,726866.001,6174513.565,12.607131630392084,55.663360070086696
217,724066.001,6179713.565,12.566957072366726,55.711292721522376
218,722466.001,6174513.565,12.537323341856112,55.665394183001915
219,718866.001,6178113.565,12.483072646421652,55.699316694927774
220,717666.001,6179313.565,12.464968224120549,55.71061910428793
221,726466.001,6171713.565,12.598479375333843,55.63843701589079
222,722466.001,6170113.565,12.533764128243115,55.6259334331855
223,718866.001,6176913.565,12.482114742653156,55.68855414706757
224,722466.001,6177713.565,12.539917416268112,55.69409265453526
225,726066.001,6173313.565,12.593452703287694,55.652971541466115
226,726066.001,6174113.565,12.594110746943537,55.66014575583913
227,727266.001,6172913.565,12.612154372788305,55.64882505500695
228,725666.001,6177313.565,12.590395857438692,55.68902855360235
229,718866.001,6175313.565,12.480838546725117,55.674204036699834
230,719666.001,6172513.565,12.491296580557965,55.6487304670345
231,724066.001,6177313.565,12.564994969430126,55.6897695795448
232,723666.001,6177713.565,12.558970815941803,55.693541239481846
233,727666.001,6173713.565,12.61916026693035,55.6558119636888
234,725266.001,6178113.565,12.58470296074197,55.696388547775584
235,725266.001,6174113.565,12.581419855664066,55.66051718339078
236,723666.001,6176113.565,12.557666244523684,55.679192325412785
237,727666.001,6174113.565,12.619491637295058,55.65939896939308
238,724466.001,6180113.565,12.573638738112797,55.7146949624971
239,721666.001,6179713.565,12.528832664292425,55.7123953042542
240,719666.001,6173713.565,12.492255576576827,55.65949297994301
241,722466.001,6179713.565,12.541541094321396,55.71202908986281
242,722466.001,6180513.565,12.542191079283706,55.71920364042468
243,725666.001,6178913.565,12.591712899869021,55.703376932061865
244,725666.001,6179313.565,12.592042346443613,55.70696401817057
245,726066.001,6172513.565,12.592794956505607,55.645797313480855
246,718866.001,6177713.565,12.48275327304263,55.69572918230023
247,724866.001,6170113.565,12.571804368131314,55.6248304545829
248,723266.001,6171313.565,12.547417782243333,55.63632899876195
249,720066.001,6173313.565,12.498281189708432,55.6557245649894
250,726866.001,6173313.565,12.606140986261252,55.65259890304213
251,720466.001,6178113.565,12.508481977481699,55.698592533649254
252,724466.001,6178513.565,12.57232775942515,55.70034632714678
253,721266.001,6173713.565,12.517638857193486,55.65876726115406
254,728466.001,6174513.565,12.63251423527015,55.662610562753294
255,725266.001,6178913.565,12.585360471830654,55.70356277989055
256,723666.001,6173713.565,12.555711594943492,55.657668852971625
257,719666.001,6178513.565,12.496098061734981,55.70254273162605
258,726066.001,6176513.565,12.596086660986423,55.68166831726054
259,723266.001,6173713.565,12.549366321555405,55.657852740107714
260,725666.001,6173713.565,12.587436857333925,55.65674450310668
261,724866.001,6177713.565,12.578023552396756,55.69298687189647
262,723266.001,6170913.565,12.547093282018489,55.632741696740545
263,718866.001,6176113.565,12.481476500606655,55.68137909853336
264,719666.001,6177313.565,12.495136464078387,55.691780338713116
265,723266.001,6172913.565,12.548716515355459,55.65067817314348
266,723266.001,6172513.565,12.548391722200352,55.64709088460429
267,719666.001,6180513.565,12.49770217349925,55.72047998643739
268,720066.001,6172513.565,12.497640775314757,55.648549601396
269,724066.001,6172113.565,12.560752853922033,55.64313568748347
270,724866.001,6174113.565,12.575074298951963,55.66070240571982
271,720466.001,6172113.565,12.503664221291544,55.64478094560065
272,723266.001,6170513.565,12.546768854969784,55.62915439134932
273,722866.001,6180913.565,12.5488720274192,55.72260723732288
274,720866.001,6168913.565,12.507440266810493,55.615899822018974
275,723666.001,6178513.565,12.559623543705756,55.70071567624177
276,726066.001,6176913.565,12.59641624026622,55.68525539891334
277,722866.001,6180113.565,12.548220735084715,55.7154327426199
278,718466.001,6179713.565,12.47799602844741,55.713847028440526
279,721666.001,6168913.565,12.520117761100591,55.615536235255604
280,727666.001,6172513.565,12.6181666043007,55.64505092604801
281,724866.001,6170913.565,12.572457764384394,55.632004871916884
282,728066.001,6174513.565,12.626168696323791,55.662798431024115
283,721666.001,6174513.565,12.524629970139289,55.66575976148001
284,724466.001,6173313.565,12.568075247755509,55.65371288788386
285,719266.001,6174513.565,12.4865481104843,55.66684863062908
286,719266.001,6173713.565,12.485909575680038,55.65967359039956
287,727266.001,6175313.565,12.61413935220244,55.67034722904094
288,724866.001,6174513.565,12.575401697973257,55.6642895821928
289,724466.001,6180513.565,12.57396666794789,55.71828211286019
290,724466.001,6178913.565,12.572655393044913,55.70393349106845
291,729266.001,6172913.565,12.643870512700222,55.64788621559873
292,724066.001,6170513.565,12.55945008902046,55.6287866826803
293,722866.001,6172113.565,12.541723966576011,55.64368705411761
294,718466.001,6178913.565,12.477357936564779,55.70667197824855
295,727266.001,6171713.565,12.611162890274844,55.63806392186491
296,719666.001,6175313.565,12.493535248382436,55.67384295050581
297,726466.001,6176513.565,12.602435465348124,55.68148196268022
298,726466.001,6176113.565,12.602105381803623,55.677894902528976
299,720466.001,6173313.565,12.504626468042588,55.65554332335434
300,726466.001,6172913.565,12.599467393830183,55.64919829859468
301,723666.001,6181713.565,12.56223740604585,55.72941328806207
302,726066.001,6172913.565,12.593123792798874,55.649384429174866
303,721666.001,6173713.565,12.523984495956626,55.658585012256474
304,725666.001,6178113.565,12.591054229926197,55.69620274963644
305,722866.001,6170513.565,12.540428128149424,55.62933775476304
306,726466.001,6172513.565,12.59913798003694,55.64561120776693
307,723666.001,6170513.565,12.553109508636561,55.62897070065236
308,723666.001,6172913.565,12.555060633036353,55.650494335143996
309,723666.001,6171313.565,12.553759590063889,55.63614525898201
310,723266.001,6179713.565,12.554249230693417,55.71166156226371
311,725266.001,6178513.565,12.585031679157934,55.69997566553204
312,728066.001,6174913.565,12.626500794332188,55.666385404821334
313,718466.001,6178513.565,12.477038998734992,55.70308444816886
314,724866.001,6172113.565,12.57343841152142,55.64276647250915
315,718466.001,6180113.565,12.478315182544806,55.71743454855225
316,727266.001,6176513.565,12.615132850346654,55.681108269916315
317,719266.001,6176513.565,12.488145709321799,55.684786172956116
318,726866.001,6177313.565,12.609445743561832,55.688469340386575
