,par,id,dist,lat,lon
0,mean_radiation,06187,11.813990154612545,55.6886,12.5985
1,mean_wind_speed,06181,2.213743719491504,55.7664,12.5263
2,mean_relative_hum,06181,2.213743719491504,55.7664,12.5263
3,mean_temp,06181,2.213743719491504,55.7664,12.5263
4,acc_precip,05735,11.387790088618718,55.6878,12.5742
